,MIMIC_fold1,MIMIC_fold2,MIMIC_fold3,MIMIC_fold4,MIMIC_fold5,EICU_fold1,EICU_fold2,EICU_fold3,EICU_fold4,EICU_fold5
All features,0.7397624048949926,0.808321408808556,0.7502869324414418,0.750204535777222,0.7394569928433377,0.6432871091029359,0.6648904997255928,0.638559343127755,0.6281179090855809,0.5923323470912456
ICU,0.7402177569201449,0.807255169455688,0.7463292067987943,0.7399997139181136,0.7365953418468967,0.6616653891444356,0.6585872177240415,0.6560192686381867,0.6440918187070359,0.6181904271846581
ETHNICITY,0.7463976260373868,0.8066618516374943,0.7502357669131148,0.7526320172119123,0.7369927180396394,0.6407557349584126,0.665010119955151,0.6350919777947099,0.6265269486146813,0.5907717731272755
AGE,0.7389124123099375,0.8087786988667272,0.7539088009403787,0.7485358099169774,0.7341593827553933,0.6402336000779454,0.6648613615621344,0.634881822216099,0.6262307334550722,0.5897585140450059
GENDER,0.7448817636998164,0.80724127994846,0.7489664990101952,0.7507735066717105,0.7396560354013173,0.6370326875693154,0.6644791401044803,0.641213511643467,0.6267680615890042,0.5934094467630986
HEIGHT,0.7398559897104169,0.806204561579323,0.7501704094864197,0.750025734598258,0.7396803943327689,0.640994922134576,0.6648126609430626,0.6375961395739342,0.62760467245827,0.5916994902343765
WEIGHT,0.7422926265684917,0.80086064689771,0.7560800013316908,0.7579221055218146,0.7391536561395966,0.6470892969009874,0.6713032553600748,0.6365948996034987,0.6128313191108445,0.593753738370044
BMI,0.7337894614902654,0.8167899538997851,0.7518547637401052,0.7479771839478432,0.7333124091073882,0.639036880176534,0.6498501226649698,0.640215445814662,0.6317498502368427,0.5878612451008227
DIAS_BP,0.7069117934570937,0.7528035839306695,0.7415792424385992,0.7443996277870315,0.7400197212546886,0.5801537974380033,0.598093718624904,0.6232286881508609,0.6111583105041253,0.5903053646038299
HR,0.7414115566406861,0.8084562803942807,0.7499640400770673,0.7505425977205915,0.7376856904837938,0.6446616722778691,0.6636849348539781,0.6361488375562612,0.6272161027173544,0.594363805346716
SYS_BP,0.6906097868549703,0.76592545308775,0.7410702548053981,0.7411657530352138,0.7393691028510749,0.5863232478852376,0.6246654705912352,0.6199232421002313,0.613092207672593,0.594301783989386
MEAN_BP,0.6939667492316937,0.7602927260666063,0.7349523728427247,0.7629552309945202,0.740697880500935,0.6552707497139847,0.6559661455340131,0.6495391937984731,0.6354374111792203,0.5903882500431973
RESPRATE,0.7391351493020972,0.8044807519486317,0.7471573520862731,0.7514967574406195,0.740603132088717,0.6455824702129263,0.6614111152807136,0.6375100799929362,0.6239886020151613,0.5965699327340777
Temprate,0.7193293567163237,0.793525491762551,0.7457083912746929,0.7191596702191055,0.7313516099234083,0.6439231401014356,0.6608593246309584,0.6374209528362136,0.6149060202886262,0.5865026591999489
SPO2,0.7359004437164628,0.8034139268007862,0.7454527236920618,0.7436367853284949,0.7317052554456431,0.6396342505866833,0.6602244886929768,0.6371702108710926,0.6256200423066647,0.5884149615487375
PH,0.7382609106168156,0.8078716415911474,0.757339292223352,0.7531358533912069,0.7383299450650453,0.6435522603009269,0.661588281099547,0.6418286252769763,0.6271186481962578,0.5903673326782068
HCO3,0.737524066499484,0.8031395743478036,0.7506687798723455,0.7525541109839352,0.7395554177643299,0.6447375852622397,0.6660422640383454,0.6443099971760036,0.6322263520739628,0.5977121746219385
