,MIMIC_fold1,MIMIC_fold2,MIMIC_fold3,MIMIC_fold4,MIMIC_fold5,EICU_fold1,EICU_fold2,EICU_fold3,EICU_fold4,EICU_fold5
All features,0.7282117836093306,0.8187652588840046,0.7200852061815499,0.7975333593699527,0.781266351453568,0.585841538439369,0.6070849462805072,0.5781667656466787,0.5727328373384981,0.5508125012650681
ICU,0.728293128968288,0.8184190642362871,0.7149901107498627,0.7831472770950636,0.8088455411384277,0.6102653302625145,0.607468730198041,0.5986345246174642,0.5958142023126118,0.5822288207720292
ETHNICITY,0.7346382330540746,0.8170119522007585,0.7196634865666963,0.8045604291745052,0.7802808478289939,0.5836572919183173,0.6066381197187138,0.575934031284351,0.5715006813536225,0.5498154893686135
AGE,0.7272956675412816,0.8191624699531372,0.7212328368664049,0.796663411270142,0.7690542585460244,0.5841591296925989,0.6083462527351553,0.5764587787860972,0.5718760812759984,0.5495356847660411
GENDER,0.7351553648663476,0.8167884032169113,0.719407431064955,0.7977543164937593,0.780678057480473,0.5811831719107998,0.6071353995014247,0.579746909988521,0.5716749862645509,0.551458637897468
HEIGHT,0.728101578253296,0.8166142050513143,0.7199390172890221,0.7977266583939207,0.7816320658049394,0.5845393985282916,0.6069508780762711,0.5776932473163149,0.5723738246341148,0.5504927754764544
WEIGHT,0.7320074103561494,0.8056625406233155,0.7250897877396449,0.8107735653883268,0.7810647163174846,0.58754180584128,0.6076050226669099,0.5781633212476371,0.5652402546599575,0.5515543713622266
BMI,0.7207613958809403,0.8282611190700908,0.7213319994191365,0.7932939372319232,0.7732983944867755,0.5834358833874924,0.5997278450099626,0.5800872872345615,0.5746204803342291,0.5484120142037417
DIAS_BP,0.7001486510835558,0.7370159053344905,0.7144605321710958,0.7869564329704333,0.7808482569430175,0.544026475456984,0.5545552206797207,0.5681313821861496,0.5616084189520805,0.5495517010490281
HR,0.7303133565675954,0.8189046990095081,0.720301375920074,0.7966770528396551,0.7819939807019273,0.586357335521712,0.6056198683356365,0.5765330406132737,0.5721480824658892,0.5518932981604723
SYS_BP,0.6814515784331685,0.7617223135239584,0.714023817398358,0.779121978930114,0.7796297294939305,0.5486207332437185,0.5750358616664965,0.5668559176860759,0.5634848049784943,0.5518678886031829
MEAN_BP,0.6722966797896135,0.7421738809348042,0.6993913047752934,0.8151249858719813,0.7837667757188815,0.593428344415636,0.5972609157880331,0.5860765150204693,0.5775817047177714,0.5496634943727609
RESPRATE,0.727584080643578,0.8149811293391584,0.717290067379302,0.807971471208936,0.7851883027293546,0.5868917403806223,0.6036375331181828,0.577537665030283,0.5698706249367625,0.5530599973848893
Temprate,0.7079743908713926,0.7948696786158127,0.7180799263987119,0.7596027663340358,0.7767181014196498,0.5858111579989005,0.6010677226539815,0.5763130871495342,0.5639220279118986,0.5472390638423956
SPO2,0.7271898825470771,0.8186833057819553,0.7168997741248256,0.7920752849834518,0.7792785613959771,0.5848528120198898,0.6042817748533015,0.5777330918288874,0.5713986158189431,0.5488491504856512
PH,0.7279066842348263,0.8196312516363582,0.7268473028863874,0.8030944353169007,0.7817574966134895,0.586340045855011,0.6051786046738756,0.5803347528562488,0.5720343204341068,0.5497928818121272
HCO3,0.721734904715231,0.806515740001251,0.7180474254449319,0.7946499306793424,0.776270371540608,0.5871548552648128,0.6089450720913805,0.5822740459800163,0.57537893725021,0.553942496126869
HEMOGLOBIN,0.729814901831271,0.8169717150638468,0.7212986525612981,0.7964213111405247,0.7747371968262564,0.584449762460738,0.6090689926375481,0.5796691962532673,0.5706895911434462,0.5458215740921246
WBC,0.7146187667400533,0.8098742170924241,0.7166571983502557,0.7985511245902874,0.7819375772827515,0.5810737805818609,0.6055402500579754,0.5766071445820249,0.5713324593245539,0.5487892784057655
RBC,0.731535857922339,0.8184952310863589,0.7217813048182973,0.7974699500423075,0.7819024385849898,0.588901651747434,0.6099128674158896,0.5782743894406057,0.5730940306556322,0.5496859150859208
HEMATOCRIT,0.7335298560418843,0.8131608627362714,0.7179979296455328,0.7956729543966407,0.7781624002582264,0.5916648170722111,0.6041143990383244,0.5758941465353389,0.5719588383516127,0.5527301032829125
PLT,0.7343859758202216,0.816785310627008,0.7196853525767513,0.8008163329801834,0.7808050236578181,0.5853671494957916,0.6055091144145366,0.5814318206292944,0.5741063696078157,0.5510122716288443
RDW,0.7243205564327564,0.8168474514701749,0.7188276640041822,0.7961894305124809,0.7839722210230977,0.5849416401613101,0.6048656862198696,0.5783412853092719,0.570676666058352,0.551571871292356
ALT,0.7309437612508161,0.8159746690458065,0.7207621487692528,0.7987354240973261,0.7813959491827951,0.5871712366322366,0.6080060608121716,0.5786059434816156,0.5719014585345552,0.5508474677104485
AST,0.7270780030065236,0.8190213423249593,0.7197496874438081,0.797644938441848,0.7804366752917495,0.585133988165536,0.6059751219708716,0.577910309409401,0.5726016351752489,0.5507079142304232
ALB,0.7091733394264095,0.7815740092675637,0.6989702278449765,0.7675836894586894,0.7521443753527973,0.5918536973571271,0.6303207444493615,0.5924624989963483,0.58489079642863,0.5583249652684016
TOTALBILIRUBIN,0.723256245246609,0.8091148975927013,0.7170996833975911,0.7964224798061803,0.7790243592851542,0.5826432629044074,0.6053814699012269,0.5773101640174034,0.5679161984956616,0.5480522586725729
CK,0.7258301412159183,0.8269241056390522,0.7195556054496042,0.7992930059584616,0.7782741375194041,0.590969776788651,0.6098916328589,0.5770574375246421,0.5716846379600938,0.5497839273364112
CR,0.72338111752146,0.8089827041473361,0.706609573568024,0.776443497545047,0.7751171095158398,0.5833495650063905,0.6008619084632765,0.5773000877577563,0.5693132224761878,0.5509756217038962
UN,0.7424239324435724,0.8187709694334537,0.7182787448950805,0.7972306501848977,0.7808307078154388,0.5851282804720884,0.606155862054051,0.5785420219130883,0.5715255734820759,0.550575392576447
CL_ION,0.7285810110372584,0.8180624081110496,0.7209282214485688,0.7975815512293241,0.7788076736798415,0.585061715885559,0.6062623088550596,0.5764809306402522,0.5726862751012748,0.5509715210027645
GLU,0.730804071012778,0.8211335951290565,0.720036464193966,0.7975967610132977,0.7811319418030903,0.5854411741368564,0.6069063648022146,0.5776414524719371,0.5726601241478902,0.5506761899265693
K_ION,0.7293159107113949,0.818118128945611,0.7201434095467438,0.7969930121980994,0.7796716851028741,0.5858452024632044,0.6049035281314454,0.5773579065065274,0.5714349456157115,0.5500611059129726
NA_ION,0.7286905568961133,0.80906035682595,0.72087638574006,0.8004889754896356,0.7736124195020524,0.5860278768992064,0.6077140760867306,0.57640027574519,0.5685589317682127,0.5490019914478649
APTT,0.7298680104927506,0.8190730555657149,0.7211058910367666,0.7969285068572792,0.7820280425999536,0.5869005073318999,0.6061057822774805,0.5780171312359688,0.5726964754986944,0.5527420649162624
INR,0.7294266461845156,0.8156964620066487,0.718649106455679,0.7924031969523777,0.7817041435859522,0.5857078877774419,0.6065190362965862,0.5779465127845373,0.5741890266208032,0.5508108647966641
