,MIMIC_fold1,MIMIC_fold2,MIMIC_fold3,MIMIC_fold4,MIMIC_fold5,EICU_fold1,EICU_fold2,EICU_fold3,EICU_fold4,EICU_fold5
All features,0.9943260273634118,0.9937477257934376,0.9965369372556859,0.9859982279116952,0.9950769443787802,0.8879624893435635,0.8847485080988917,0.8784313725490196,0.8872719522591646,0.8708951406649615
ICU,0.9939276671498485,0.9930865783391805,0.996177859067186,0.9857872363483475,0.9945110306140826,0.8687638533674339,0.8757033248081842,0.8587212276214833,0.8756180733162829,0.8513554987212276
ETHNICITY,0.9933326963930388,0.9923342880192378,0.9961304942227515,0.9848667739463549,0.9943364269996385,0.8799147485080989,0.8716624040920716,0.8661722080136404,0.8743989769820971,0.8569309462915601
AGE,0.9802774059264621,0.9447254853710961,0.9851440147394489,0.9842189984055218,0.9909579941733508,0.9009036658141517,0.8949872122762148,0.8917476555839726,0.8974936061381075,0.8839386189258311
LOS,0.8415433224259254,0.8819820615009643,0.870696842557742,0.859335975299136,0.8848283972753932,0.5515004262574594,0.5327195225916455,0.529616368286445,0.5370588235294118,0.5401875532821824
GENDER,0.9940072717090744,0.9933114007336461,0.9964548333821651,0.9861785808777023,0.9952020784329448,0.8850639386189258,0.8820034100596761,0.875686274509804,0.8864364876385338,0.8690878090366582
HEIGHT,0.9551536671668751,0.860542319506612,0.9633048172680174,0.9485155164761064,0.9504906203474076,0.7977749360613813,0.7755839727195226,0.8052600170502984,0.7832736572890026,0.7909292412617221
WEIGHT,0.9870186818170209,0.9585278011016232,0.9839314855440547,0.9682455355784022,0.9557065300566114,0.8799658994032395,0.881773231031543,0.864774083546462,0.8422335890878091,0.8219948849104859
BMI,0.9903351837305413,0.9908291918842175,0.9942326357702623,0.9831151225226136,0.9938268005042602,0.9087809036658142,0.894236999147485,0.8978005115089513,0.8829070758738278,0.884774083546462
DIAS_BP,0.9576426787788106,0.9601932494814533,0.9785987018785989,0.9497517303616124,0.979028167084944,0.8780221653878943,0.8644757033248082,0.8652600170502984,0.8131884057971014,0.8814833759590793
HR,0.9812755645616595,0.9803127751767075,0.9869704651877051,0.954059413458171,0.9681098420974672,0.880076726342711,0.8756265984654732,0.8523444160272805,0.8487468030690537,0.8620460358056266
SYS_BP,0.9448555573066655,0.9103586718703518,0.9613467877869549,0.963014864736948,0.8910430299980516,0.8288405797101449,0.7699744245524296,0.8177834612105712,0.8115089514066497,0.78
MEAN_BP,0.9842532474611154,0.9713314032086878,0.986125960472829,0.9626764520638071,0.977645006523263,0.775072463768116,0.7533418584825233,0.7544927536231885,0.7805967604433077,0.7598635976129583
RESPRATE,0.9801341722257486,0.9773957046085165,0.9778417481747219,0.9781986979934061,0.9838863940879988,0.8630520034100596,0.8314919011082694,0.8543563512361466,0.8488661551577152,0.8260358056265985
Temprate,0.992781187597241,0.993374889779657,0.996259493981851,0.9845540495295001,0.9938307527993556,0.88,0.8807928388746803,0.8721398124467178,0.8847399829497016,0.8690366581415174
SPO2,0.882022123993951,0.8886178308303938,0.9147880295149717,0.9746300038164454,0.9226146548730766,0.8148422847399829,0.8291901108269395,0.8471099744245525,0.8600596760443308,0.8351236146632567
PH,0.9938657899834988,0.9939653977715113,0.9964521639240631,0.984834697074248,0.9945867939153451,0.8886104006820119,0.8851150895140665,0.8783290707587383,0.8853026427962489,0.8700426257459505
CA_ION,0.9709833465289505,0.9508519787646603,0.9711073186368362,0.9650787890261643,0.9728871019440505,0.8942199488491047,0.8554816709292412,0.9176129582267689,0.8774850809889174,0.8701790281329923
HCO3,0.9930866412181246,0.9910797225199438,0.9946401069053037,0.9850118724564695,0.9942763411355883,0.8485763000852515,0.856001705029838,0.8381074168797954,0.8396504688832054,0.8372378516624042
HEMOGLOBIN,0.9943129070162684,0.9935180810251263,0.9964897527800423,0.9857513630998235,0.994360865357646,0.8891901108269394,0.8787041773231032,0.8784995737425405,0.882540494458653,0.8742881500426257
WBC,0.9891898072733911,0.9920313764262211,0.9930640444122795,0.9855014712212926,0.9938421485835479,0.8762659846547315,0.8754987212276214,0.8608866155157716,0.889309462915601,0.8603069053708439
RBC,0.994470649666642,0.993105834576813,0.9965562367162896,0.9860636861376736,0.9949024066359209,0.8859846547314579,0.8817732310315431,0.8751918158567775,0.8849531116794543,0.8728900255754476
HEMATOCRIT,0.9933965591312115,0.9880156360649576,0.9951309084216425,0.9848369046587726,0.9909648667753781,0.8717476555839727,0.8599658994032395,0.8581074168797954,0.8447570332480818,0.852855924978687
