,auc_train,auc_test,f1_train,f1_test,precision_test,recall_test
65,0.9100164794499999,0.8576792625506312,0.8263167299121734,0.7581297776530715,0.7510428253775737,0.771085054933958
66,0.9119640934114839,0.8617443961415711,0.8316771724439103,0.7667233844277537,0.7599334678455165,0.7776712150930082
67,0.9123416957702365,0.8587278281428866,0.8342132272587077,0.7638280803404354,0.7580960380568387,0.772027130601763
68,0.9119135412006776,0.8549744683623829,0.8312476418061336,0.7582129927045647,0.7510420784790766,0.7716421328848571
69,0.9140837689694528,0.855306286601351,0.8348897807885984,0.7618319365257119,0.7578621871421665,0.7667489099423159
70,0.9156148476521335,0.8528662297954157,0.8303736648598938,0.7498255011768525,0.7427626073700067,0.7685571493973749
71,0.9158561007496049,0.8614783178905168,0.8347620030975726,0.7623252029100236,0.7568334251069506,0.7700282757410875
72,0.9157964807467946,0.8649484674830723,0.8316735991825764,0.763770251532299,0.7563688658248445,0.7776877794994117
73,0.9178579966174856,0.863810712291428,0.8348039916109811,0.7638759858652971,0.7575030654477914,0.7736986825209988
74,0.9188820815269712,0.8598069218862509,0.834388467573687,0.7557110078568676,0.7483325753028016,0.7725255471043821
75,0.9203182380787023,0.8619158215326905,0.8385248938124965,0.7625334419730643,0.7556603867327152,0.7740677270181833
76,0.9177363061786223,0.863364976338843,0.8342661544920218,0.7597442733942412,0.7522854901529881,0.7792821971647323
77,0.9195235675502825,0.8657498579552259,0.8392056380714847,0.7604312735469148,0.7528657066079001,0.7776794848230123
78,0.9212835471796267,0.870127831814996,0.8403513922473573,0.772725237012733,0.7679618016566913,0.7788535869124426
79,0.921431813523617,0.8710392109435244,0.8368270844199264,0.7680898037060563,0.7603797999254843,0.7833551327407666
80,0.9215096485576536,0.8687755875175424,0.8403912981222551,0.7706557678740016,0.7653621776283881,0.7777862741042049
81,0.9205259979585027,0.8663930820453011,0.8355630944989103,0.7647988862214528,0.7572239652865442,0.7797694938116975
82,0.9226162920976784,0.8618299809868555,0.8401530395187369,0.7628209900864051,0.7558951332981833,0.7745358897800407
83,0.92117459261623,0.8695381863451814,0.8356891031294407,0.7698128657275272,0.7641471579810196,0.7777177525932277
84,0.9243166317272935,0.8675644400312607,0.8385589081585865,0.7614706660809324,0.7540180482324896,0.7819770813974931
85,0.9253456564161877,0.8669027431355503,0.8439369048676468,0.7655483335638225,0.7605739863040555,0.7721514260157774
86,0.925567999454389,0.8641011631705791,0.8378096506562893,0.7624985495076686,0.7548542527406905,0.779696506895982
87,0.9253960216287798,0.8675382774993096,0.8459085995607085,0.7703701081418682,0.7627106099253911,0.784764086431077
88,0.9277861846986375,0.8674174122146332,0.8484123421758364,0.7700160532150776,0.7620750521283386,0.7877212508262246
89,0.9264996223943985,0.8711620220470253,0.8485246487367455,0.7739437863508811,0.7661104282633467,0.7888178881220034
90,0.9287080518445435,0.8695129530664508,0.8494951181287278,0.7685467170862967,0.7606595468116748,0.7863935662548316
91,0.9272831243734221,0.872861283174714,0.8463273984053452,0.7715158471313809,0.7641481003560433,0.7842560905127063
