,MIMIC_fold1,MIMIC_fold2,MIMIC_fold3,MIMIC_fold4,MIMIC_fold5,EICU_fold1,EICU_fold2,EICU_fold3,EICU_fold4,EICU_fold5
All features,0.7622697927868582,0.7641737940525835,0.7513496484688859,0.8043338566052969,0.7633843573282928,0.587256034100029,0.5484368182124314,0.5566792519307211,0.5884286744529967,0.5655775117500788
ICU,0.7575377962306153,0.7695469175371026,0.7367115370312696,0.8049374269950087,0.741093958646263,0.619980544292229,0.5915680297190762,0.5774045829872604,0.6295590168774816,0.5894055097760024
ETHNICITY,0.7545740433164476,0.7776311404352938,0.7544592033813885,0.8117165469419336,0.766114723705692,0.5852009833143067,0.5437182804014404,0.5547515079051869,0.5817503312566095,0.5614728783930439
AGE,0.7603421898556848,0.7580085046128618,0.7501594492014754,0.8047186393820509,0.7627847040703558,0.5868846388808514,0.5494999942335076,0.5553600123517877,0.5906545781461898,0.5648432162243024
GENDER,0.7650735415415679,0.7662741990263783,0.7592368522561552,0.8102086336309134,0.761387498128282,0.5868437661494799,0.548610211433976,0.5560218461749167,0.5911698201938494,0.5655247625376411
HEIGHT,0.7660166861231861,0.7716773137795684,0.7537991835827849,0.8046737211056871,0.7632399474151578,0.5833815582857035,0.5514112910869282,0.5548217109058546,0.591139387541237,0.5656611435903995
WEIGHT,0.7566238609355854,0.7783869904103036,0.7500603002139153,0.8052700457950539,0.7639852206285096,0.58577539036434,0.5383204168716166,0.5550393578476753,0.5874488612467023,0.5649374469070971
BMI,0.7592444317155486,0.7658381112793553,0.751428286689898,0.8016817558296413,0.764114885259642,0.5878071297989031,0.551744027492403,0.5571792745149807,0.5904457998045823,0.566225551204797
DIAS_BP,0.7422947002767752,0.7171188363701226,0.7550469324579364,0.7795060427518515,0.763087951410596,0.49060312148012486,0.4969909841687027,0.5481108541342892,0.5480280198019802,0.5570181802932272
HR,0.7672962995046791,0.7648975848269484,0.7518582129944974,0.8026838620435094,0.7633239964549965,0.581928516883301,0.5489172328360498,0.5565332617891978,0.5861797536053742,0.5641098542200808
SYS_BP,0.7445812173849589,0.717024092554742,0.7597444692009261,0.7905716453947995,0.7623408110710896,0.5270031643153411,0.5237390592219803,0.55283473674886,0.5678721585994849,0.563021740863403
MEAN_BP,0.6866431108744954,0.7382858593083315,0.7472473738350982,0.7606449604063175,0.7630092612154545,0.5814877730673423,0.552958449869702,0.5596742126929928,0.6021047022924783,0.5672144879301414
RESPRATE,0.7474376421284599,0.7687137068917228,0.737861492828115,0.8018728472296354,0.762208393369485,0.5826559375171483,0.5491262498459495,0.5616724843524314,0.5964115245748527,0.5709709197048555
Temprate,0.7510917090994633,0.7570997986270787,0.6947298973146085,0.796712851789616,0.7238583589942157,0.5674996479183656,0.538920394293758,0.556319682487578,0.5851807491289198,0.5522647056867754
SPO2,0.7589303292992156,0.7653547089693717,0.7427683132244987,0.8017675453792841,0.7566131670899936,0.5805901230293357,0.5485992955409689,0.5503113273525604,0.587469570740592,0.5672217291996067
