,auc_train,auc_test,f1_train,f1_test,precision_test,recall_test
0,0.3974965794809153,0.3962979634843067,0.4298316011657879,0.4437856117170715,0.4828610661261378,0.4960982477856968
1,0.4121714515945806,0.41427367376738833,0.42045874808611733,0.42131817579927394,0.45539723124524323,0.49761371370307633
2,0.42783946580799526,0.43107423162895947,0.41094540087693215,0.41615240873502457,0.37388437074548164,0.49906811494147707
3,0.44339766084813104,0.44655046174025737,0.4078648208027899,0.4164561969388066,0.35683370704489753,0.5
4,0.4593586815477488,0.46216773675563794,0.40775160409781175,0.4164561969388066,0.35683370704489753,0.5
5,0.47411114129639187,0.4786033769392892,0.4076467280826954,0.4164561969388066,0.35683370704489753,0.5
6,0.48945120204229775,0.4951614325760381,0.4076467280826954,0.4164561969388066,0.35683370704489753,0.5
7,0.5060257185812974,0.5098389648966053,0.4076467280826954,0.4164561969388066,0.35683370704489753,0.5
8,0.5197048310373452,0.5269062366159037,0.4076467280826954,0.4164561969388066,0.35683370704489753,0.5
9,0.5349764516882025,0.5423901447223578,0.4076467280826954,0.4164561969388066,0.35683370704489753,0.5
10,0.5506832810848974,0.5549772264276434,0.4076467280826954,0.4164561969388066,0.35683370704489753,0.5
11,0.5657525781270516,0.5705747941452319,0.4076467280826954,0.4164561969388066,0.35683370704489753,0.5
12,0.5810416019602022,0.586664252555954,0.4076467280826954,0.4164561969388066,0.35683370704489753,0.5
13,0.5961190557658262,0.5987914130366716,0.4076467280826954,0.4164561969388066,0.35683370704489753,0.5
14,0.6118835772708121,0.6129325169695004,0.4076467280826954,0.4164561969388066,0.35683370704489753,0.5
15,0.62662863650562,0.6290373912509125,0.4076467280826954,0.4164561969388066,0.35683370704489753,0.5
16,0.6422069248302312,0.643763439984545,0.4076467280826954,0.4164561969388066,0.35683370704489753,0.5
17,0.6554144107976914,0.6538796709921857,0.4076467280826954,0.4164561969388066,0.35683370704489753,0.5
18,0.6693433688540971,0.6684880614360971,0.4076467280826954,0.4164561969388066,0.35683370704489753,0.5
19,0.6838939303223467,0.681840454294598,0.4076467280826954,0.4164561969388066,0.35683370704489753,0.5
20,0.6977478740794234,0.6955207055303095,0.4076467280826954,0.4164561969388066,0.35683370704489753,0.5
21,0.7097039994409994,0.7061046555184306,0.4076467280826954,0.4164561969388066,0.35683370704489753,0.5
22,0.7216915538815076,0.7225760043675951,0.4076467280826954,0.4164561969388066,0.35683370704489753,0.5
23,0.7344417657064339,0.7315512546895319,0.4076467280826954,0.4164561969388066,0.35683370704489753,0.5
24,0.7456353971567387,0.7422777399378144,0.4076467280826954,0.4164561969388066,0.35683370704489753,0.5
25,0.7566821522079135,0.7508861830232314,0.4076467280826954,0.4164561969388066,0.35683370704489753,0.5
26,0.765649497525582,0.7602924123869561,0.4076467280826954,0.4164561969388066,0.35683370704489753,0.5
27,0.7741865015227877,0.7695930992574753,0.4076467280826954,0.4164561969388066,0.35683370704489753,0.5
28,0.7831205236592857,0.7760788561240315,0.4076467280826954,0.4164561969388066,0.35683370704489753,0.5
29,0.7902015374270857,0.7842688551268235,0.4076467280826954,0.4164561969388066,0.35683370704489753,0.5
30,0.7976555646192665,0.7911246660770711,0.4076467280826954,0.4164561969388066,0.35683370704489753,0.5
31,0.8041715187964535,0.7958956950878369,0.4076467280826954,0.4164561969388066,0.35683370704489753,0.5
32,0.8101598730807604,0.8021609857087361,0.4076467280826954,0.4164561969388066,0.35683370704489753,0.5
33,0.8153694348332227,0.8073510243390316,0.4076467280826954,0.4164561969388066,0.35683370704489753,0.5
34,0.8203178494755123,0.8125521341859129,0.4076467280826954,0.4164561969388066,0.35683370704489753,0.5
35,0.8254729428697685,0.8151299112788364,0.4076467280826954,0.4164561969388066,0.35683370704489753,0.5
36,0.8297648597880681,0.8187281365095909,0.40769708395025195,0.4199334543254688,0.830845709638958,0.501602512027107
37,0.8337876338214782,0.8230512669450493,0.4105048790358167,0.437217574355411,0.8059505248668526,0.5095414525643746
38,0.8377381701146644,0.8265402703660286,0.4320725807273825,0.4810610620649255,0.8175396146793763,0.5311925273120393
39,0.8418287457537801,0.8286259438578075,0.4798171675758498,0.5311107605036622,0.7950692408829083,0.5575174718302076
40,0.8448088214737071,0.8310061090494074,0.5452674456273525,0.5903963815743599,0.7801198134498646,0.5930130097706414
41,0.8482922141194374,0.8344095567167381,0.6087367174968792,0.6394011303909426,0.7824279229173556,0.6275091175859808
42,0.8514429731956171,0.837305997222136,0.6622937815570551,0.6795964371588077,0.7853945837906913,0.6599463184385816
43,0.8549621649699091,0.8396288302783295,0.706285144859254,0.7097904405396129,0.7881825694651132,0.6874669343878455
44,0.8581420823886018,0.8422414843648472,0.7374223423731034,0.7301597494447748,0.7883790323620601,0.708303775713333
45,0.8613029951844151,0.8439323332565001,0.7578117328805325,0.7481148331258394,0.7913585651110063,0.7279776136807024
46,0.8636014494942339,0.8448074650232724,0.7721676109691136,0.7608900884025045,0.7944557425334419,0.7428106952636191
47,0.8670413408920958,0.8476478308812053,0.7821806951932624,0.770161776219284,0.7957674331543263,0.7545837830682403
48,0.8693074518658684,0.8493179877755138,0.7886135356623243,0.7762665223332643,0.7942263341660032,0.7639315226092473
49,0.8719662944049538,0.8520497239740781,0.7933828215178433,0.7787659841580239,0.7918666955172755,0.7689837498758814
50,0.8739342969403239,0.8537621830288735,0.7962366985133582,0.7786362623283611,0.787592941240037,0.7714121786522832
51,0.877392703535382,0.8557209966128199,0.7995185446370698,0.7783246643126299,0.783053078645523,0.774148106477319
52,0.8795951111603386,0.8577825715790746,0.8015702126550106,0.7744623547673453,0.7763465559255253,0.7726773712024296
53,0.8817965697466609,0.8593695479747352,0.8037185016362862,0.7720149587175142,0.7718378431262951,0.7721930453970711
54,0.884338270111735,0.8599716917508232,0.8061263582984523,0.7686739757122274,0.7670400330891858,0.7703984770370593
55,0.8864149947118475,0.8605030635732943,0.8082896679397518,0.767186103119611,0.7648010211965152,0.7697740910271702
56,0.8883351418498433,0.8623650040121185,0.8115926814228294,0.7663199117118817,0.7636700093643911,0.7692255335361655
57,0.8905376115846583,0.8624564346962028,0.814952712969742,0.7665671994841685,0.7637316800241176,0.7696982625082858
58,0.8925324490569626,0.8615597060730387,0.8164218416420266,0.760837648972088,0.757702425753215,0.7643551895915235
59,0.8947601855790095,0.8620011575276303,0.8181645734110377,0.763996926364786,0.760285740883557,0.768252144722198
60,0.8965348500630953,0.8616109902902503,0.8211905546188851,0.7635870913745879,0.7596280412127827,0.768177420663622
61,0.8986258112364859,0.8604128504568992,0.8232909937997497,0.7602873005522763,0.7558233948370565,0.7656031765130102
62,0.90119764432353,0.8591943912152238,0.8259060898859043,0.7588281110273178,0.7540505475423768,0.7646162148133251
63,0.9032798430381127,0.858173770089634,0.8290844353440145,0.7571328383737145,0.7515408216261065,0.7642262604839565
64,0.904804028401286,0.857517288197048,0.8320976893275149,0.75501777522959,0.7494310847286607,0.7621297153768527
65,0.9067364231064581,0.8562975049336774,0.8359824173596128,0.755062042826562,0.7492672017656041,0.7625288247507054
66,0.9094381313853419,0.8555266182519171,0.8388794594745297,0.7544000407643181,0.749048696973245,0.7611291807914499
67,0.9111236915760861,0.8551019931835904,0.8416454000256515,0.7534247793510369,0.747771982747717,0.7606705769352015
68,0.913251589233763,0.8552369702093522,0.8445646928020014,0.7532752560466978,0.7476004040386568,0.7605609758830314
69,0.9153800324644354,0.8547488054064156,0.8475981299387851,0.7537120015593686,0.7476028565184668,0.761759960695052
70,0.9170038256433057,0.8535976650165498,0.8502304803911793,0.7499590629631321,0.7433207670760977,0.75911044025571
71,0.9185130067553524,0.8537704797879373,0.8523329570626721,0.7500050891074128,0.7426848280439692,0.7606518011099587
72,0.9203651798706762,0.8539964483750102,0.8555021463490631,0.7492675838170759,0.7415702353780209,0.7608834716397082
73,0.9221107665066255,0.8547085924057894,0.8578622408969359,0.7478090665526876,0.7396921926556792,0.7606941764575743
74,0.9244961090300423,0.8538773795697145,0.858995808574591,0.746069987372535,0.7379325425129488,0.7591434276907041
75,0.9258108569697832,0.8539130616217262,0.8610093621642363,0.7469569966669001,0.738468811340909,0.761142840171047
76,0.9281682942791878,0.8533371986782777,0.8646237873061968,0.7435076412839098,0.7348068122603368,0.7589480579768741
77,0.9295558637918206,0.852023695969702,0.8658455006580688,0.7442521529783782,0.7353789926558119,0.7604027785772918
78,0.931099193400835,0.8521594714005061,0.8665721132316833,0.7440761449101723,0.7350881398418658,0.7608732986287953
79,0.9328617678283452,0.8502734989699111,0.8705270200148147,0.7412059536068473,0.7320621266200591,0.7598965964339026
80,0.9342284724036232,0.8500814692505075,0.8715409339204059,0.740192480876894,0.7310090535137175,0.7598185589944014
81,0.9364122227240279,0.8505737325326608,0.873903637785642,0.7408343130188659,0.731553063781855,0.7616718367385176
82,0.9373214613615297,0.849817130647781,0.8754183072928194,0.7383107512883531,0.7291472570376096,0.7593549850667651
83,0.9385139915096401,0.8483886110394986,0.8780648175466339,0.7373005647584983,0.7281824801114551,0.7595490174521495
84,0.9403765101398398,0.8477611644769477,0.8803883199524021,0.7369613310868891,0.7278629329590953,0.7592932816637527
85,0.9412549263875052,0.8463364040257393,0.881913945198213,0.7344331004747866,0.7255390640726382,0.758227730294412
86,0.9430211180931624,0.8462146805236782,0.883677776884298,0.7342780196401282,0.7255403848381875,0.7597685389185066
87,0.9440095259310735,0.8444465260638129,0.8861524669814201,0.729818181263481,0.7215324273028998,0.7564254307122414
88,0.945640556647511,0.8432857582398128,0.8871121989764835,0.7299238407186841,0.7218382656126857,0.7577863320668234
89,0.946365699677521,0.8424417842298132,0.888471437233,0.7286739412016718,0.7207927097863509,0.7571085261062348
90,0.947571453262901,0.841174329532047,0.888719391439214,0.7286336266790181,0.7206894402803189,0.7567274074593333
91,0.9487245292415091,0.8428060166100717,0.8907109125343362,0.7291355026211293,0.7215008351706359,0.7589067272091887
92,0.9493251459806755,0.8408836302561766,0.8929528112515528,0.7256859459002787,0.7184713340282048,0.7560042321322207
93,0.95061955120275,0.8408760653684015,0.8942916130642498,0.7238273246059937,0.716866556290775,0.7545069033160503
94,0.9518582876072773,0.8399229094688788,0.8957315454122275,0.722191994284902,0.7155795189176146,0.7536093430209672
95,0.9524801334960078,0.8414171910391383,0.8973564243192782,0.7252163945122638,0.7182973048173373,0.7565096291773183
96,0.9529253185757236,0.8423417307712728,0.8982232125562195,0.7267534467297729,0.7198350006407253,0.7585494409527974
97,0.9541513318999995,0.8423353901045627,0.8999291341574391,0.723687452479184,0.7172020333355122,0.7560117304862422
98,0.9543316452655605,0.8419847306100217,0.9013679706029499,0.7224710401597155,0.7167415863501692,0.7567853317451461
99,0.9548184514035147,0.8411692663134045,0.9015163608368946,0.7249104252321455,0.7184139581115565,0.7575782610594468
