,MIMIC_fold1,MIMIC_fold2,MIMIC_fold3,MIMIC_fold4,MIMIC_fold5,EICU_fold1,EICU_fold2,EICU_fold3,EICU_fold4,EICU_fold5
All features,0.9487418406335799,0.9764907996651147,0.9774931678210008,0.9619995288336951,0.8498972514208138,0.521911771904323,0.5319740374526171,0.5300368954414841,0.5280437619191007,0.5165567453124762
ICU,0.9533312912433951,0.9823973576244003,0.9764793844472315,0.9643273628673458,0.8514459969110018,0.520137707386525,0.5278497409326425,0.5293715846994536,0.5249178743961352,0.5157846802799348
ETHNICITY,0.9543356974587394,0.9825381025590915,0.9841198133504707,0.9669937108217596,0.8543482013306356,0.5205654186108266,0.5294117647058824,0.5263222092115535,0.5256514164520527,0.5160844704464549
AGE,0.9125436527573981,0.9133843876126337,0.9590007501913964,0.9380817318292056,0.8405302102469892,0.5216868352800984,0.5306730782833403,0.5297648642794553,0.5268093422574858,0.516707876266541
LOS,0.838277462623483,0.9071317721637154,0.8941600513493092,0.806247405562474,0.8772979430698578,0.5039963019717163,0.5116279069767442,0.5116090712742981,0.507914241615486,0.47768817204301073
GENDER,0.9494286269975848,0.9789146269465825,0.9769852251342795,0.9652019160141904,0.8497716530751058,0.5217988242422954,0.5319740374526171,0.5308568269762299,0.5276978561010209,0.5160249206911753
HEIGHT,0.8797404524311329,0.7428666379098925,0.8362535606880104,0.8662546999758987,0.7587619275170487,0.5096153846153846,0.5213242784380305,0.5180033064903204,0.5134081964632419,0.5080402713096743
WEIGHT,0.9211507141903618,0.9353083644430875,0.9260314452677403,0.9129475031614878,0.8136608294289507,0.5191383143851995,0.5223029045643154,0.5221421215242018,0.5212095500397499,0.512650929317596
BMI,0.9490686318132195,0.9587499796435487,0.9583899235311488,0.9224076056795081,0.8348175049903896,0.5194394023649394,0.5313868613138686,0.5261057449655728,0.5245206331961779,0.5162001191185229
DIAS_BP,0.8314770620798484,0.7758876284402725,0.7800966529930955,0.8177609910525597,0.7308155257399793,0.5249164461314229,0.5417568271523311,0.532152711301312,0.5381240031897927,0.5268372369314325
